freq,age,unit,sex,geo,time,value
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2017,6.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2018,5.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2019,4.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2020,5.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2021,4.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2022,4.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2023,3.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2024,3.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovenia,2025,3.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2014,13.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2015,11.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2016,9.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2017,8.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2018,6.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2019,5.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2020,6.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2021,6.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2022,6.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2023,5.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2024,5.3
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Slovakia,2025,5.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2014,8.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2015,9.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2016,8.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2017,8.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2018,7.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2019,6.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2020,7.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2021,7.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2022,6.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2023,7.2
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2024,8.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Finland,2025,9.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2014,8.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2015,7.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2016,7.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2017,6.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2018,6.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2019,6.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2020,8.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2021,8.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2022,7.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2023,7.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2024,8.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Sweden,2025,8.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2014,4.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2015,4.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2016,3.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2017,2.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2018,2.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2019,3.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2020,5.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2021,6.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2022,3.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2023,3.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2024,3.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Iceland,2025,4.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2014,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2015,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2016,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2017,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2018,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2019,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2020,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2021,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2022,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2023,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2024,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Liechtenstein,2025,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2014,3.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2015,4.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2016,4.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2017,4.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2018,4.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2019,3.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2020,4.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2021,4.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2022,3.2
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2023,3.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2024,4.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Norway,2025,4.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2014,4.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2015,4.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2016,5.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2017,4.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2018,4.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2019,4.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2020,4.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2021,5.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2022,4.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2023,4.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2024,4.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Switzerland,2025,4.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2014,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2015,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2016,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2017,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2018,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2019,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2020,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2021,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2022,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2023,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2024,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,United Kingdom,2025,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2014,18.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2015,17.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2016,17.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2017,16.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2018,15.2
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2019,15.2
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2020,17.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2021,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2022,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2023,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2024,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Montenegro,2025,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2014,28.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2015,26.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2016,23.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2017,22.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2018,20.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2019,17.3
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2020,16.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2021,15.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2022,14.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2023,13.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2024,12.3
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,North Macedonia,2025,11.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2014,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2015,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2016,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2017,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2018,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2019,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2020,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2021,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2022,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2023,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2024,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Albania,2025,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2014,20.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2015,19.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2016,16.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2017,14.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2018,13.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2019,11.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2020,9.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2021,11.2
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2022,9.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2023,9.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2024,8.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Serbia,2025,8.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2014,9.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2015,10.3
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2016,10.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2017,10.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2018,10.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2019,13.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2020,13.2
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2021,12.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2022,10.5
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2023,9.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2024,8.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Türkiye,2025,8.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2014,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2015,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2016,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2017,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2018,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2019,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2020,
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2021,17.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2022,15.4
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2023,13.2
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2024,12.6
Annual,From 15 to 74 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,2025,12.2
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2014,6.9
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2015,6.4
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2016,5.9
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2017,5.3
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2018,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2019,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2020,4.6
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2021,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2022,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2023,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2024,3.9
Annual,From 15 to 74 years,Percentage of total population,Total,European Union - 27 countries (from 2020),2025,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2014,7.5
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2015,7.0
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2016,6.4
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2017,5.8
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2018,5.3
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2019,4.9
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2020,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2021,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2022,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2023,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2024,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 21 countries (from 2026),2025,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2014,7.5
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2015,7.0
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2016,6.5
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2017,5.9
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2018,5.3
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2019,4.9
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2020,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2021,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2022,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2023,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2024,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area – 20 countries (2023-2025),2025,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2014,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2015,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2016,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2017,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2018,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2019,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2020,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2021,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2022,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2023,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2024,
Annual,From 15 to 74 years,Percentage of total population,Total,Euro area - 19 countries  (2015-2022),2025,
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2014,5.2
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2015,5.2
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2016,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2017,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2018,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2019,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2020,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2021,3.8
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2022,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2023,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2024,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Belgium,2025,3.9
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2014,7.4
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2015,6.1
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2016,5.1
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2017,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2018,3.8
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2019,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2020,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2021,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2022,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2023,2.7
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2024,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Bulgaria,2025,2.2
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2014,3.9
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2015,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2016,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2017,1.9
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2018,1.5
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2019,1.3
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2020,1.7
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2021,1.9
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2022,1.5
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2023,1.7
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2024,1.8
Annual,From 15 to 74 years,Percentage of total population,Total,Czechia,2025,1.9
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2014,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2015,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2016,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2017,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2018,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2019,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2020,3.9
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2021,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2022,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2023,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2024,4.6
Annual,From 15 to 74 years,Percentage of total population,Total,Denmark,2025,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2014,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2015,2.9
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2016,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2017,2.4
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2018,2.2
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2019,2.0
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2020,2.5
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2021,2.5
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2022,2.2
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2023,2.2
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2024,2.4
Annual,From 15 to 74 years,Percentage of total population,Total,Germany,2025,2.7
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2014,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2015,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2016,4.9
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2017,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2018,3.9
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2019,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2020,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2021,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2022,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2023,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2024,5.6
Annual,From 15 to 74 years,Percentage of total population,Total,Estonia,2025,5.6
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2014,7.8
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2015,6.6
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2016,5.6
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2017,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2018,3.9
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2019,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2020,3.8
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2021,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2022,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2023,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2024,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Ireland,2025,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2014,15.7
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2015,14.8
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2016,14.2
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2017,13.0
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2018,11.7
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2019,10.7
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2020,10.0
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2021,8.6
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2022,7.5
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2023,6.7
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2024,6.2
Annual,From 15 to 74 years,Percentage of total population,Total,Greece,2025,5.4
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2014,16.0
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2015,14.5
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2016,12.8
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2017,11.2
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2018,9.9
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2019,9.1
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2020,9.9
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2021,9.6
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2022,8.5
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2023,8.0
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2024,7.4
Annual,From 15 to 74 years,Percentage of total population,Total,Spain,2025,6.9
Annual,From 15 to 74 years,Percentage of total population,Total,France,2014,6.5
Annual,From 15 to 74 years,Percentage of total population,Total,France,2015,6.5
Annual,From 15 to 74 years,Percentage of total population,Total,France,2016,6.3
Annual,From 15 to 74 years,Percentage of total population,Total,France,2017,5.9
Annual,From 15 to 74 years,Percentage of total population,Total,France,2018,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,France,2019,5.3
Annual,From 15 to 74 years,Percentage of total population,Total,France,2020,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,France,2021,4.9
Annual,From 15 to 74 years,Percentage of total population,Total,France,2022,4.6
Annual,From 15 to 74 years,Percentage of total population,Total,France,2023,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,France,2024,4.8
