freq,age,unit,sex,geo,time,value
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2020,12929.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2021,12780.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2022,11364.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2023,11158.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2024,10966.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2025,11068.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2014,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2015,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2016,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2017,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2018,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2019,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2020,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2021,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2022,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2023,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2024,
Annual,From 15 to 74 years,Thousand persons,Total,Euro area - 19 countries  (2015-2022),2025,
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2014,430.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2015,430.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2016,395.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2017,357.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2018,305.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2019,278.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2020,291.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2021,324.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2022,294.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2023,294.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2024,306.0
Annual,From 15 to 74 years,Thousand persons,Total,Belgium,2025,339.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2014,417.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2015,337.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2016,280.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2017,240.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2018,206.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2019,165.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2020,187.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2021,157.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2022,127.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2023,132.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2024,127.0
Annual,From 15 to 74 years,Thousand persons,Total,Bulgaria,2025,107.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2014,324.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2015,268.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2016,211.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2017,155.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2018,121.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2019,109.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2020,137.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2021,150.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2022,118.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2023,134.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2024,139.0
Annual,From 15 to 74 years,Thousand persons,Total,Czechia,2025,151.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2014,198.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2015,181.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2016,176.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2017,173.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2018,153.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2019,152.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2020,171.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2021,155.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2022,139.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2023,162.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2024,202.0
Annual,From 15 to 74 years,Thousand persons,Total,Denmark,2025,209.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2014,1930.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2015,1794.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2016,1630.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2017,1487.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2018,1341.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2019,1250.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2020,1512.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2021,1517.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2022,1355.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2023,1342.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2024,1518.0
Annual,From 15 to 74 years,Thousand persons,Total,Germany,2025,1692.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2014,50.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2015,43.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2016,47.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2017,40.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2018,38.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2019,31.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2020,48.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2021,43.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2022,40.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2023,48.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2024,57.0
Annual,From 15 to 74 years,Thousand persons,Total,Estonia,2025,56.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2014,267.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2015,225.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2016,195.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2017,158.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2018,138.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2019,121.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2020,139.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2021,160.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2022,121.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2023,120.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2024,123.0
Annual,From 15 to 74 years,Thousand persons,Total,Ireland,2025,137.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2014,1277.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2015,1198.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2016,1146.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2017,1043.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2018,935.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2019,847.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2020,791.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2021,678.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2022,588.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2023,522.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2024,480.0
Annual,From 15 to 74 years,Thousand persons,Total,Greece,2025,422.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2014,5610.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2015,5056.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2016,4481.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2017,3917.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2018,3479.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2019,3248.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2020,3531.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2021,3476.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2022,3079.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2023,2937.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2024,2771.0
Annual,From 15 to 74 years,Thousand persons,Total,Spain,2025,2608.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2014,3042.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2015,3073.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2016,2992.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2017,2807.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2018,2701.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2019,2519.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2020,2381.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2021,2365.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2022,2234.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2023,2263.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2024,2331.0
Annual,From 15 to 74 years,Thousand persons,Total,France,2025,2451.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2014,320.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2015,299.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2016,231.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2017,195.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2018,143.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2019,111.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2020,125.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2021,128.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2022,117.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2023,106.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2024,89.0
Annual,From 15 to 74 years,Thousand persons,Total,Croatia,2025,87.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2014,3223.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2015,3009.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2016,2978.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2017,2873.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2018,2709.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2019,2540.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2020,2301.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2021,2367.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2022,2027.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2023,1947.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2024,1664.0
Annual,From 15 to 74 years,Thousand persons,Total,Italy,2025,1576.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2014,70.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2015,63.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2016,54.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2017,47.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2018,37.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2019,33.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2020,35.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2021,34.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2022,31.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2023,29.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2024,25.0
Annual,From 15 to 74 years,Thousand persons,Total,Cyprus,2025,23.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2014,108.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2015,98.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2016,96.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2017,86.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2018,73.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2019,62.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2020,79.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2021,71.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2022,65.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2023,62.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2024,65.0
Annual,From 15 to 74 years,Thousand persons,Total,Latvia,2025,66.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2014,158.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2015,134.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2016,116.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2017,103.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2018,90.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2019,92.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2020,126.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2021,105.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2022,90.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2023,106.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2024,112.0
Annual,From 15 to 74 years,Thousand persons,Total,Lithuania,2025,108.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2014,15.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2015,18.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2016,17.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2017,16.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2018,17.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2019,17.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2020,21.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2021,17.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2022,15.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2023,18.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2024,22.0
Annual,From 15 to 74 years,Thousand persons,Total,Luxembourg,2025,23.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2014,343.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2015,308.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2016,234.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2017,192.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2018,169.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2019,158.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2020,196.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2021,193.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2022,174.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2023,201.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2024,220.0
Annual,From 15 to 74 years,Thousand persons,Total,Hungary,2025,216.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2014,12.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2015,11.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2016,10.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2017,9.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2018,10.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2019,11.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2020,13.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2021,10.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2022,10.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2023,11.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2024,10.0
Annual,From 15 to 74 years,Thousand persons,Total,Malta,2025,10.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2014,769.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2015,723.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2016,647.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2017,547.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2018,459.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2019,423.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2020,466.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2021,408.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2022,350.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2023,359.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2024,372.0
Annual,From 15 to 74 years,Thousand persons,Total,Netherlands,2025,396.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2014,263.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2015,271.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2016,290.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2017,267.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2018,237.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2019,220.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2020,272.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2021,284.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2022,221.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2023,241.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2024,244.0
Annual,From 15 to 74 years,Thousand persons,Total,Austria,2025,270.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2014,1566.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2015,1304.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2016,1063.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2017,843.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2018,659.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2019,567.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2020,552.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2021,599.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2022,511.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2023,502.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2024,512.0
Annual,From 15 to 74 years,Thousand persons,Total,Poland,2025,558.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2014,725.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2015,645.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2016,574.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2017,465.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2018,366.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2019,339.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2020,354.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2021,344.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2022,323.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2023,351.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2024,351.0
Annual,From 15 to 74 years,Thousand persons,Total,Portugal,2025,337.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2014,693.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2015,683.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2016,581.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2017,500.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2018,429.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2019,400.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2020,497.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2021,459.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2022,465.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2023,456.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2024,451.0
Annual,From 15 to 74 years,Thousand persons,Total,Romania,2025,500.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2014,98.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2015,90.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2016,79.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2017,67.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2018,52.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2019,45.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2020,51.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2021,48.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2022,41.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2023,38.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2024,38.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovenia,2025,40.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2014,366.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2015,323.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2016,274.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2017,229.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2018,184.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2019,161.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2020,186.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2021,188.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2022,170.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2023,162.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2024,148.0
Annual,From 15 to 74 years,Thousand persons,Total,Slovakia,2025,150.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2014,232.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2015,250.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2016,236.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2017,233.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2018,202.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2019,184.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2020,209.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2021,212.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2022,190.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2023,204.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2024,238.0
Annual,From 15 to 74 years,Thousand persons,Total,Finland,2025,278.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2014,414.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2015,391.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2016,371.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2017,363.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2018,349.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2019,377.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2020,466.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2021,493.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2022,421.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2023,440.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2024,480.0
Annual,From 15 to 74 years,Thousand persons,Total,Sweden,2025,510.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2014,9.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2015,8.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2016,6.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2017,5.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2018,6.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2019,7.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2020,11.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2021,13.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2022,8.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2023,8.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2024,8.0
Annual,From 15 to 74 years,Thousand persons,Total,Iceland,2025,11.0
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2014,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2015,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2016,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2017,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2018,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2019,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2020,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2021,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2022,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2023,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2024,
Annual,From 15 to 74 years,Thousand persons,Total,Liechtenstein,2025,
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2014,104.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2015,131.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2016,137.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2017,122.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2018,113.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2019,111.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2020,136.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2021,128.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2022,96.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2023,107.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2024,121.0
Annual,From 15 to 74 years,Thousand persons,Total,Norway,2025,136.0
Annual,From 15 to 74 years,Thousand persons,Total,Switzerland,2014,227.0
Annual,From 15 to 74 years,Thousand persons,Total,Switzerland,2015,229.0
Annual,From 15 to 74 years,Thousand persons,Total,Switzerland,2016,238.0
Annual,From 15 to 74 years,Thousand persons,Total,Switzerland,2017,234.0
