freq,unit,rskpovth,age,sex,geo,time,value
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Luxembourg,2025,2.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2005,11.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2006,5.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2007,6.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2008,7.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2009,3.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2010,7.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2011,7.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2012,11.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2013,9.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2014,8.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2015,3.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2016,4.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2017,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2018,1.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2019,1.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2020,3.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2021,0.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2022,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2023,4.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2024,3.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Hungary,2025,6.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2005,0.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2006,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2007,0.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2008,1.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2009,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2010,0.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2011,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2012,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2013,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2014,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2015,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2016,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2017,0.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2018,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2019,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2020,1.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2021,0.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2022,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2023,1.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2024,1.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Malta,2025,1.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2005,7.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2006,8.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2007,6.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2008,6.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2009,3.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2010,4.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2011,5.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2012,8.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2013,10.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2014,5.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2015,3.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2016,5.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2017,3.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2018,3.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2019,3.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2020,2.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2021,2.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2022,4.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2023,10.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2024,7.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Netherlands,2025,6.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2004,4.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2005,1.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2006,2.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2007,0.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2008,3.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2009,1.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2010,3.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2011,1.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2012,1.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2013,2.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2014,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2015,2.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2016,5.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2017,1.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2018,0.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2019,0.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2020,0.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2021,3.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2022,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2023,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2024,1.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Austria,2025,0.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2005,7.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2006,4.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2007,4.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2008,5.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2009,3.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2010,3.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2011,2.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2012,4.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2013,4.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2014,4.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2015,3.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2016,2.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2017,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2018,2.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2019,2.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2020,1.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2021,0.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2022,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2023,1.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2024,1.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Poland,2025,1.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2004,1.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2005,2.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2006,2.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2007,2.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2008,4.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2009,2.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2010,0.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2011,1.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2012,2.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2013,1.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2014,1.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2015,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2016,1.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2017,2.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2018,2.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2019,2.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2020,1.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2021,2.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2022,0.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2023,2.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2024,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Portugal,2025,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2005,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2006,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2007,11.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2008,8.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2009,9.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2010,9.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2011,4.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2012,7.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2013,9.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2014,6.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2015,8.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2016,4.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2017,3.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2018,0.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2019,1.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2020,2.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2021,2.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2022,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2023,2.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2024,3.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Romania,2025,6.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2005,1.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2006,0.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2007,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2008,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2009,1.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2010,1.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2011,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2012,0.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2013,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2014,1.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2015,0.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2016,1.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2017,0.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2018,1.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2019,2.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2020,0.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2021,1.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2022,0.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2023,0.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2024,0.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovenia,2025,0.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2005,5.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2006,3.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2007,7.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2008,0.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2009,0.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2010,0.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2011,1.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2012,1.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2013,2.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2014,2.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2015,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2016,1.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2017,1.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2018,0.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2019,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2020,1.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2021,3.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2022,0.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2023,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2024,2.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Slovakia,2025,0.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2004,3.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2005,2.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2006,2.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2007,1.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2008,2.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2009,2.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2010,2.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2011,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2012,2.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2013,4.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2014,4.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2015,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2016,2.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2017,1.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2018,3.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2019,2.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2020,4.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2021,2.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2022,2.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2023,2.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2024,4.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Finland,2025,2.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2004,4.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2005,6.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2006,4.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2007,3.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2008,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2009,9.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2010,2.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2011,2.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2012,1.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2013,2.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2014,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2015,0.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2016,3.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2017,2.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2018,2.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2019,2.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2020,1.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2021,5.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2022,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2023,5.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2024,4.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Sweden,2025,6.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2004,4.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2005,4.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2006,7.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2007,5.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2008,9.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2009,8.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2010,4.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2011,4.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2012,2.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2013,2.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2014,5.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2015,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2016,3.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2017,2.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2018,6.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2019,5.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2020,4.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2021,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2022,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2023,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2024,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Iceland,2025,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2004,4.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2005,2.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2006,4.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2007,8.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2008,12.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2009,9.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2010,13.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2011,9.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2012,6.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2013,6.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2014,4.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2015,6.2
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2016,4.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2017,5.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2018,5.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2019,4.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2020,4.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2021,4.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2022,7.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2023,13.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2024,16.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Norway,2025,9.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2005,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2006,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2007,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2008,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2009,3.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2010,2.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2011,3.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2012,1.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2013,3.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2014,2.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2015,3.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2016,5.8
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2017,4.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2018,5.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2019,3.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2020,3.0
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2021,3.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2022,3.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2023,9.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2024,5.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Switzerland,2025,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2005,12.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2006,11.7
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2007,12.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2008,11.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2009,6.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2010,6.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2011,8.4
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2012,4.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2013,4.9
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2014,11.1
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2015,11.5
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2016,10.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2017,5.3
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2018,8.6
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2019,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2020,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2021,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2022,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2023,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2024,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,United Kingdom,2025,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Montenegro,2003,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Montenegro,2004,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Montenegro,2005,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Montenegro,2006,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Montenegro,2007,
Annual,Percentage,Above 60%,From 20 to 24 years,Males,Montenegro,2008,
