freq,unit,rskpovth,age,sex,geo,time,value
Annual,Percentage,Total,From 15 to 24 years,Males,Austria,2022,8.9
Annual,Percentage,Total,From 15 to 24 years,Males,Austria,2023,4.9
Annual,Percentage,Total,From 15 to 24 years,Males,Austria,2024,3.4
Annual,Percentage,Total,From 15 to 24 years,Males,Austria,2025,3.5
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2005,16.9
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2006,12.1
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2007,9.7
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2008,9.5
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2009,7.4
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2010,7.0
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2011,9.1
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2012,9.3
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2013,9.9
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2014,8.7
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2015,7.7
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2016,7.9
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2017,6.9
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2018,6.4
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2019,5.8
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2020,4.2
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2021,3.6
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2022,4.7
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2023,5.9
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2024,5.0
Annual,Percentage,Total,From 15 to 24 years,Males,Poland,2025,4.4
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2004,4.4
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2005,4.7
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2006,3.6
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2007,6.9
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2008,9.0
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2009,7.6
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2010,3.9
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2011,8.8
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2012,9.9
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2013,9.7
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2014,11.4
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2015,12.7
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2016,9.9
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2017,9.0
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2018,6.5
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2019,8.2
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2020,5.2
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2021,7.7
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2022,3.6
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2023,5.3
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2024,8.6
Annual,Percentage,Total,From 15 to 24 years,Males,Portugal,2025,6.8
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2005,
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2006,
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2007,19.4
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2008,18.6
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2009,12.9
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2010,15.4
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2011,9.3
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2012,18.6
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2013,15.6
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2014,17.7
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2015,18.1
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2016,14.5
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2017,15.2
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2018,10.0
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2019,12.1
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2020,9.7
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2021,10.1
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2022,11.4
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2023,10.8
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2024,6.7
Annual,Percentage,Total,From 15 to 24 years,Males,Romania,2025,11.3
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2005,2.8
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2006,2.5
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2007,4.0
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2008,2.7
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2009,2.4
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2010,3.2
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2011,2.5
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2012,3.3
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2013,5.7
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2014,5.1
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2015,4.1
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2016,4.2
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2017,4.0
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2018,3.9
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2019,3.1
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2020,3.6
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2021,2.1
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2022,2.2
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2023,2.5
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2024,2.8
Annual,Percentage,Total,From 15 to 24 years,Males,Slovenia,2025,2.3
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2005,13.7
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2006,12.9
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2007,15.5
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2008,2.4
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2009,7.0
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2010,6.5
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2011,8.4
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2012,6.5
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2013,7.1
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2014,7.3
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2015,6.3
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2016,5.8
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2017,6.8
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2018,4.0
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2019,6.9
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2020,3.7
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2021,5.9
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2022,2.9
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2023,4.7
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2024,5.3
Annual,Percentage,Total,From 15 to 24 years,Males,Slovakia,2025,3.8
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2004,6.0
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2005,6.4
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2006,6.1
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2007,7.1
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2008,8.1
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2009,6.4
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2010,5.9
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2011,5.4
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2012,7.0
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2013,8.2
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2014,8.6
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2015,10.6
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2016,9.4
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2017,9.1
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2018,8.6
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2019,6.2
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2020,7.2
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2021,8.4
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2022,8.8
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2023,7.7
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2024,9.1
Annual,Percentage,Total,From 15 to 24 years,Males,Finland,2025,8.5
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2004,16.4
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2005,16.4
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2006,19.1
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2007,17.3
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2008,16.9
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2009,19.5
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2010,15.0
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2011,13.3
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2012,12.0
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2013,13.3
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2014,15.7
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2015,13.7
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2016,15.8
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2017,13.1
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2018,13.8
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2019,15.6
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2020,13.9
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2021,13.8
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2022,12.6
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2023,15.9
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2024,12.7
Annual,Percentage,Total,From 15 to 24 years,Males,Sweden,2025,13.9
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2004,8.2
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2005,12.3
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2006,12.9
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2007,8.1
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2008,9.6
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2009,9.0
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2010,7.6
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2011,9.2
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2012,6.0
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2013,5.9
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2014,8.1
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2015,9.3
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2016,7.3
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2017,5.5
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2018,8.0
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2019,12.1
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2020,8.5
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2021,
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2022,
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2023,
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2024,
Annual,Percentage,Total,From 15 to 24 years,Males,Iceland,2025,
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2004,19.4
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2005,5.3
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2006,22.5
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2007,25.2
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2008,23.9
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2009,22.0
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2010,22.1
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2011,22.5
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2012,19.6
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2013,19.9
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2014,19.6
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2015,18.8
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2016,18.6
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2017,21.1
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2018,26.2
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2019,22.1
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2020,21.7
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2021,19.5
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2022,20.7
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2023,23.0
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2024,26.2
Annual,Percentage,Total,From 15 to 24 years,Males,Norway,2025,18.6
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2005,
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2006,
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2007,
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2008,
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2009,8.0
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2010,8.2
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2011,9.3
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2012,9.3
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2013,7.3
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2014,6.1
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2015,6.7
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2016,8.1
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2017,10.7
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2018,8.0
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2019,9.2
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2020,9.7
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2021,9.1
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2022,12.1
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2023,10.8
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2024,14.5
Annual,Percentage,Total,From 15 to 24 years,Males,Switzerland,2025,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2005,17.7
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2006,17.7
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2007,15.5
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2008,15.6
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2009,14.1
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2010,15.4
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2011,15.7
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2012,12.7
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2013,9.6
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2014,14.9
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2015,18.2
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2016,14.9
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2017,12.7
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2018,16.3
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2019,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2020,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2021,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2022,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2023,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2024,
Annual,Percentage,Total,From 15 to 24 years,Males,United Kingdom,2025,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2005,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2006,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2007,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2008,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2009,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2010,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2011,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2012,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2013,20.6
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2014,19.6
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2015,17.6
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2016,16.7
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2017,13.8
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2018,13.3
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2019,11.1
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2020,8.1
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2021,8.5
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2022,5.4
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2023,5.9
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2024,
Annual,Percentage,Total,From 15 to 24 years,Males,Montenegro,2025,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2005,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2006,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2007,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2008,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2009,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2010,
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2011,23.3
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2012,21.7
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2013,20.7
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2014,20.3
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2015,14.5
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2016,14.7
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2017,14.5
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2018,12.9
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2019,11.1
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2020,9.6
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2021,11.0
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2022,11.6
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2023,11.5
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2024,5.0
Annual,Percentage,Total,From 15 to 24 years,Males,North Macedonia,2025,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2005,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2006,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2007,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2008,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2009,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2010,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2011,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2012,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2013,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2014,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2015,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2016,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2017,10.6
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2018,6.3
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2019,7.7
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2020,5.3
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2021,3.5
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2022,2.4
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2023,2.1
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2024,
Annual,Percentage,Total,From 15 to 24 years,Males,Albania,2025,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2005,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2006,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2007,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2008,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2009,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2010,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2011,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2012,
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2013,33.5
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2014,34.8
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2015,40.1
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2016,38.3
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2017,35.2
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2018,34.6
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2019,20.1
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2020,19.2
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2021,20.4
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2022,16.7
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2023,19.4
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2024,10.7
Annual,Percentage,Total,From 15 to 24 years,Males,Serbia,2025,7.3
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2005,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2006,12.6
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2007,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2008,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2009,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2010,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2011,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2012,
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2013,9.9
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2014,8.6
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2015,10.2
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2016,9.4
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2017,9.1
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2018,9.8
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2019,10.0
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2020,8.9
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2021,10.5
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2022,10.7
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2023,12.9
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2024,12.8
Annual,Percentage,Total,From 15 to 24 years,Males,Türkiye,2025,8.4
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2003,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2004,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2005,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2006,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2007,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2008,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2009,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2010,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2011,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2012,
Annual,Percentage,Total,From 15 to 24 years,Males,Kosovo*,2013,
